image_path,skin_color,lesion,pen,ink,markings,sticker,labels,identification,gel,ointment,cream,dermoscopic border,border,dermoscopic gel bubbles,gel bubbles,reflection or glare,hair strands,fabric fibers,nail,finger,ear,eye,nostril,lip,visible patient clothing,clothing,jewelry,watch,shadow,lighting reflection,lighting
eb004e70cf162d77ba002ffa5cef9217,1,0,0.5018068,0.1277864,0.11513332,0.01471648,0.023424903,0.20791858,0.033451725,0.061791632,0.1795827,0.020688258,0.18124193,0.008950825,0.027510246,0.025060298,0.008844142,0.00016287625,0.15815587,0.17369199,0.4329134,0.34196532,0.03075377,0.16683231,0.015488918,0.101308405,0.19915652,0.3867505,0.12967394,0.015777787,0.106684774
0fd4f7d195dd7b1355d2389d8b2ed1dc,2,1,0.23027813,0.018211259,0.032125738,0.00740399,0.052902624,0.25197628,0.27224782,0.50168544,0.4680725,0.027849792,0.3028797,0.060456917,0.11625221,0.13000906,0.022251511,0.011810422,0.014976584,0.13825156,0.20422147,0.151273,0.9615984,0.9808168,0.0129275555,0.05534236,0.2471007,0.2263711,0.017180717,0.19491641,0.4469787
6d0affbbec4ddf9ec58147e7289d3d48,4,0,0.030204361,0.095534444,0.05254135,0.03374998,0.5717645,0.33574763,0.09264618,0.4008515,0.26733887,0.012718417,0.28456387,0.03866401,0.05567789,0.11879057,0.06927567,0.001138901,0.0031583055,0.008533153,0.02996409,0.08204711,0.0004491475,0.10415551,0.029544642,0.2302954,0.8185692,0.22310148,0.054034468,0.049585987,0.3613511
78219f1a6402b8f83a9eecfed6a35c0c,2,1,0.12499738,0.017741714,0.06530151,0.0008104185,0.048282385,0.29572928,0.06377842,0.15660807,0.08093309,0.021247158,0.155663,0.02029683,0.019213006,0.07518553,0.0640873,0.004043316,0.005877499,0.0062611047,0.7153117,0.3581551,0.33803642,0.0637536,0.008733653,0.01933846,0.2606334,0.061535377,0.0023391398,0.09184161,0.40034828
a7432cf3e4faf44ab58bcb093fb6a3bd,4,0,0.3113972,0.016050244,0.14855279,0.01321258,0.022244645,0.21116328,0.3006965,0.76534754,0.38137832,0.05392161,0.27130425,0.08959669,0.13723157,0.2778224,0.07692305,0.014467362,0.06287786,0.10083533,0.8002363,0.63813037,0.92634827,0.6137893,0.24165286,0.05576369,0.030397365,0.08831725,0.092253946,0.6849162,0.90483356
d9fbdadef6ca5cd7f3c3d3928fa6d57d,2,1,0.61507076,0.5781078,0.6298978,0.1008032,0.30079564,0.46189797,0.07332399,0.09425515,0.16053416,0.087118976,0.43603504,0.0011765839,0.0042971186,0.04973891,0.12037448,0.0069042426,0.26890805,0.2659631,0.5369443,0.4248915,0.049409244,0.024980957,0.097975016,0.68459946,0.29744193,0.44688153,0.39262894,0.011664197,0.09451335
297ee70fefe78b688233154f8befb1e3,2,1,0.06293271,0.05084246,0.19320744,0.054398824,0.45626497,0.4769461,0.22552107,0.26050308,0.5562141,0.2653135,0.3266928,0.06411573,0.018997952,0.22272855,0.06783533,0.032351833,0.0038750684,0.03801508,0.007006982,0.06654345,0.0047139856,0.022106908,0.9249075,0.7885799,0.031125166,0.57156634,0.4441831,0.54866034,0.5732067
da5c274e15de5f5d36f0f880d577d3bb,3,1,0.23506331,0.069079354,0.19817336,0.02859523,0.17659344,0.5986319,0.31616592,0.65824443,0.39664522,0.22813994,0.4091994,0.24389853,0.13789138,0.034198087,0.10072132,0.0591543,0.083368175,0.14484407,0.814444,0.22298722,0.8122041,0.30949733,0.017948613,0.079055674,0.49520668,0.28983238,0.033081546,0.14474681,0.53657085
354d48d77af6c34074d60405e9355aab,5,1,0.14174187,0.086283125,0.022123897,0.0034583528,0.050629735,0.106412,0.24103266,0.41985664,0.14045596,0.0022642643,0.17887117,0.00285245,0.03502481,0.06576254,0.016107686,0.00036371892,0.11219377,0.40498984,0.43859407,0.27527073,0.5602598,0.77948135,0.008532665,0.09982914,0.09557893,0.19050755,0.0055589788,0.024331467,0.24018826
45bf5b097b5bd1001b8e9eb2cda52c74,2,0,0.08033372,0.12524611,0.03178825,0.0017691157,0.1461455,0.32722905,0.29282144,0.40888786,0.57776314,0.07350399,0.37965405,0.08552251,0.06300744,0.39128914,0.079031624,0.030470997,0.0016665683,0.0030610783,0.23891078,0.19552992,0.37655652,0.51886123,0.11345869,0.101221144,0.2577881,0.065485336,0.04276356,0.30649045,0.5559267
82f57c180f4a89b2fcce489bf47a2074,3,1,0.12485933,0.26791832,0.43913436,0.06810614,0.31954622,0.6706026,0.05861937,0.1809843,0.19799815,0.08263519,0.5124006,0.02055066,0.012592466,0.15321165,0.09258898,0.009844375,0.022276223,0.0062686675,0.111699335,0.2417428,0.0074040494,0.10306109,0.02717636,0.09783268,0.61006784,0.20114015,0.031430334,0.19959228,0.54789597
1cf28107bbd82eebc64c7c395d711c2b,4,1,0.5691399,0.7652619,0.8139472,0.095143765,0.6121238,0.6933852,0.050362725,0.06608283,0.21161728,0.37915298,0.5567805,0.025359256,0.0050026514,0.50433254,0.11450287,0.05033465,0.029485434,0.0104580335,0.06404296,0.5108664,0.07358098,0.080218874,0.1317185,0.18319787,0.3201107,0.40617195,0.6444045,0.42721954,0.5124463
33b93a3dabdd6249159f5f3b1661f218,1,1,0.71571046,0.9000328,0.8183718,0.6366206,0.76237375,0.64875984,0.020499447,0.16749561,0.40918052,0.35256824,0.6262197,0.00895086,0.002760075,0.17608964,0.011344891,0.0019125612,0.047824,0.032252565,0.031965617,0.31546763,0.012629787,0.032761753,0.0065313517,0.053975288,0.48806095,0.8301554,0.6243935,0.09698197,0.29456955
cb7ba3d4180b6ffd2da632bcdd160b40,2,0,0.6997108,0.12804964,0.17395067,0.12224155,0.028995624,0.277395,0.6485881,0.8547732,0.62149376,0.10747389,0.6037311,0.03788057,0.19149977,0.1231739,0.033897523,0.007532258,0.74717814,0.9081504,0.86583185,0.35852566,0.94973254,0.97170323,0.02369392,0.23476852,0.5689304,0.36008167,0.07069606,0.23970354,0.58847773
000491af8dd4d739de520e8a68be7134,2,0,0.14290974,0.04534602,0.17276292,0.007834145,0.24465092,0.21758044,0.04690522,0.08461925,0.29421258,0.006244898,0.09360835,0.0014318895,0.0057117925,0.21597068,0.064885564,0.03917413,0.0036096713,0.015858795,0.023521086,0.06158738,0.0009501859,0.057338353,0.9813797,0.7778451,0.027087083,0.5344128,0.63239026,0.6216208,0.7376954
dfb30050b28aae0eaeaeecd6db92d1c3,3,0,0.23722725,0.07743813,0.141766,0.07416343,0.14060934,0.40532577,0.093225606,0.343815,0.37803593,0.098513335,0.33219865,0.036429707,0.021311425,0.1241058,0.033667963,0.0018237409,0.01227506,0.009848102,0.3568982,0.58930665,0.61920226,0.09318295,0.031262785,0.134189,0.45688844,0.32072783,0.01636407,0.037382603,0.24197413
f420eb73f0b50a89b5fddccc85796062,2,1,0.39773235,0.15223654,0.07619629,0.01972604,0.11656469,0.13448115,0.37481973,0.43982896,0.45670772,0.011066017,0.25064418,0.029961914,0.103372335,0.07507618,0.12476307,0.16471146,0.08659176,0.08241763,0.3047055,0.2594622,0.82936925,0.7613816,0.10525284,0.23255457,0.3985159,0.10630845,0.016022535,0.05372293,0.36264706
53d68a5de7fae6e7e39a84b5a3cd2f43,2,1,0.5038191,0.074266426,0.22711365,0.405512,0.11597678,0.5629242,0.4222293,0.37313285,0.5957301,0.19053704,0.4446231,0.13166602,0.13340102,0.10255823,0.015604906,0.0004624433,0.3765401,0.5393421,0.57205707,0.56323564,0.3390163,0.16977529,0.018240135,0.15077658,0.5062511,0.43988672,0.06263069,0.06953738,0.24656363
84993623f4cc766e19b092054f545f6b,1,1,0.73220474,0.29890838,0.35292435,0.030141095,0.10666162,0.24953282,0.5437196,0.79914933,0.3589107,0.4753004,0.29475334,0.3449042,0.23729412,0.12309312,0.82724303,0.27717295,0.97281885,0.8593526,0.91606313,0.5788441,0.9778047,0.2862406,0.27264318,0.24671395,0.13696213,0.46798572,0.17347197,0.38723913,0.5208953
9f982f2c55254d90155975744427c786,5,0,0.32964078,0.33512557,0.368706,0.016251521,0.097960316,0.36284652,0.15691568,0.49041,0.6780307,0.12890494,0.5230581,0.010546061,0.006075619,0.09364715,0.043973226,0.007843727,0.2882545,0.34904018,0.6335096,0.72201824,0.81726915,0.22664447,0.26244092,0.3586289,0.16444002,0.5389228,0.2924107,0.053115536,0.21735531
409819704e132fbf1af7972247a61477,2,0,0.080028936,0.11258159,0.58487815,0.03304364,0.34764254,0.39955088,0.040946648,0.5883748,0.7952164,0.012167319,0.424539,0.00034140385,0.0013286541,0.045521405,0.014401167,0.0028777302,0.0098267505,0.07096126,0.0108573465,0.02771376,0.0014502631,0.037053924,0.921478,0.91540223,0.06337967,0.25939998,0.4761261,0.10345582,0.46309814
6b42d830bd4d056066a4dd86bd0f9ea5,3,0,0.3566688,0.058942676,0.21712953,0.00617533,0.11414269,0.29161552,0.18853296,0.66475534,0.509638,0.15457945,0.3239136,0.047691245,0.012079429,0.083296336,0.08686191,0.0120076565,0.118690915,0.04449536,0.7448406,0.31508732,0.9799109,0.8664976,0.054418117,0.107183754,0.073017634,0.0939256,0.04820854,0.17742552,0.4747353
81614ef48a63119af1349a28cc86a2af,2,1,0.03195372,0.26562014,0.031956047,0.31126985,0.15200216,0.27994782,0.6045281,0.07329098,0.07112101,0.057893623,0.30154362,0.10355837,0.29011476,0.20647055,0.002700667,0.0036662275,0.861732,0.48076916,0.009653815,0.10728852,0.05314211,0.25077096,0.010584883,0.044357527,0.37918833,0.31696957,0.04748362,0.4075235,0.6298528
37c8b1a9a0d0f0419933113610dbd896,2,0,0.1256839,0.008588168,0.21918337,0.010804948,0.32327375,0.4421042,0.1004092,0.7879353,0.5963919,0.16709237,0.34830892,0.014413789,0.0023533206,0.036303595,0.09068835,0.0037322796,0.070705265,0.024673427,0.28412962,0.3058872,0.91868573,0.52137333,0.14602588,0.25748497,0.046465006,0.14439958,0.07649601,0.058454257,0.44357812
c1a0622f697e17d1b26104154e356392,3,0,0.23425138,0.07696361,0.21422589,0.007059861,0.14549261,0.3880556,0.21333654,0.7270736,0.4426265,0.16669178,0.4596494,0.095418274,0.05396321,0.2567951,0.10256081,0.0012973355,0.010784914,0.011230118,0.30195168,0.32358655,0.06720588,0.3171911,0.0126434,0.07406789,0.2927092,0.08670621,0.03241038,0.17571317,0.6904633
3ecd654669814c956f4dfc5a96c2c710,2,0,0.054573298,0.212049,0.08383552,0.078644395,0.6375839,0.25321686,0.10796072,0.6874414,0.71712995,0.024315039,0.36131588,0.04166785,0.13117331,0.06489709,0.12614931,0.0023769534,0.010539229,0.00962342,0.0877935,0.057052314,0.01001596,0.037124395,0.06399921,0.6155123,0.60429126,0.15196389,0.051307973,0.016801298,0.16070037
09ea1633ac8b4551f06b7d1f1346a921,3,0,0.016477054,0.12820825,0.033689726,0.17319489,0.7262375,0.24015473,0.21959555,0.4902685,0.57620925,0.010991962,0.33512273,0.0469669,0.20547237,0.101736106,0.07559812,0.0018814815,0.0024360844,0.0020881875,0.018193034,0.033794206,0.00026730582,0.025220135,0.030140875,0.4198775,0.7518101,0.06312387,0.017030604,0.04098812,0.40129462
da29e015fe50cf3edacae2dbc223a868,2,1,0.4555079,0.33726558,0.09222446,0.11406547,0.11846324,0.4160172,0.3361198,0.39269447,0.57252043,0.10655501,0.3824412,0.14749132,0.2821548,0.20311385,0.04910029,0.0010758017,0.0630546,0.052096438,0.6724083,0.56323117,0.18160318,0.23981817,0.019496912,0.2218854,0.5640077,0.43848166,0.08774156,0.075971805,0.33206633
fec1fe14f4173fef9f43d09d304cba1a,4,0,0.1408528,0.09324282,0.02025853,0.23034132,0.22456749,0.23891227,0.52199316,0.8622635,0.7685814,0.0043882416,0.23544168,0.12403649,0.641324,0.06390882,0.07884869,0.0006191907,0.045789108,0.3933107,0.076612376,0.09016385,0.0017083869,0.26823375,0.009902817,0.14333926,0.32077488,0.20243986,0.00985204,0.04734708,0.26453975
7b2b5501ec0dabe214df1b83c76a2f45,5,0,0.40887094,0.15919423,0.12931283,0.33222118,0.17563172,0.36348996,0.5932972,0.448517,0.23044704,0.0062689926,0.36853325,0.041682776,0.411669,0.06503195,0.049933463,0.011612852,0.093747996,0.32398772,0.04209429,0.04201502,0.0014978596,0.39157462,0.04276006,0.16374318,0.4467888,0.4120934,0.015927115,0.086230986,0.4135821
d355c68d7a408adefaac774c6ff660d9,3,1,0.024703762,0.029462902,0.03157272,0.16009948,0.22135776,0.19292213,0.17328751,0.08192111,0.53873587,0.008904898,0.27566418,0.011154168,0.06902927,0.034644183,0.0076141544,0.0016992864,0.014932984,0.023149407,0.12887359,0.060025197,0.009109958,0.30886123,0.058382306,0.30676803,0.57632726,0.33869123,0.0058300984,0.015647253,0.20633096
d7a3f8815bbe6291f72016de0d4a74d9,2,0,0.43742743,0.3567312,0.06400371,0.051525008,0.04677717,0.3065358,0.5870636,0.51400274,0.5191794,0.23542659,0.18746626,0.8038981,0.79604626,0.19867909,0.21211432,0.10272505,0.6590617,0.43278477,0.48874474,0.2786657,0.39419582,0.8151829,0.02831957,0.16698253,0.6252437,0.1964821,0.009207477,0.22606254,0.48481283
740692c63bd9548c20fd137692455bb7,1,1,0.3244827,0.12961149,0.07824523,0.0072324034,0.049414475,0.26115793,0.26258373,0.17505103,0.30863827,0.2614505,0.28368935,0.11773335,0.055883687,0.07144445,0.0642694,0.005787958,0.6163011,0.03971472,0.34616104,0.33772364,0.12993662,0.15461265,0.007882076,0.08075597,0.2651196,0.035411548,0.0014255709,0.015582402,0.21276528
6356561c31f7f041f30e0bf9f96e4372,2,1,0.034367654,0.0027540622,0.025557712,0.00014755102,0.01011074,0.14793055,0.03227924,0.15513088,0.09503916,0.002867589,0.12374004,0.0009896095,0.0072630164,0.087436296,0.21253856,0.005443983,0.012741551,0.009458494,0.96440953,0.42440423,0.24075775,0.014110749,0.024595037,0.096650094,0.11306959,0.0215566,0.00426699,0.07260729,0.5132942
872d559389f4fe809c69cdefb62777ba,3,0,0.05910338,0.028236663,0.07316936,0.2916551,0.22054283,0.36158586,0.0831287,0.45814502,0.15600784,0.0026648222,0.22073859,0.0005549491,0.017406153,0.24234648,0.011663877,0.0010740344,0.044549927,0.04646696,0.2959762,0.16418086,0.6249451,0.94687915,0.029722303,0.069942005,0.38148308,0.27553967,0.24995136,0.064746276,0.16151609
3dbb2065b4c389ae2036131724d4ed7e,3,1,0.042485595,0.08991846,0.065355845,0.004425043,0.12065757,0.21067186,0.019727668,0.48086938,0.24018593,0.00510476,0.23550151,0.0024131092,0.0016560792,0.0411318,0.025278166,0.0075385063,0.0069845044,0.045385603,0.005861254,0.10673482,0.00043476187,0.22502299,0.3133749,0.536231,0.1424361,0.24216647,0.079335414,0.14430653,0.6077472
51d2b47a69773873a3baf7aa7db7c033,3,0,0.04984233,0.0034305716,0.1855269,0.10290947,0.17782623,0.46349522,0.14715135,0.41793,0.18666165,0.0034313442,0.13752343,0.0025541687,0.029070793,0.048546374,0.0974249,0.0035689967,0.0041412655,0.03326303,0.6835688,0.13038144,0.046196207,0.009173845,0.18796416,0.2103591,0.08688309,0.21958457,0.061634704,0.22588299,0.5104503
1dbde15208dce78fe95468e229a81363,4,0,0.8428711,0.24123876,0.34882507,0.16659948,0.30193445,0.5179498,0.16707261,0.44213971,0.36964473,0.19976597,0.40494862,0.12104849,0.10324208,0.30296603,0.14681193,0.017560584,0.049014255,0.17609783,0.48101488,0.6105792,0.73952526,0.34470305,0.050934,0.27193072,0.4268326,0.7743144,0.45392165,0.2610437,0.42768645
1dd06f10a962779a01ccae641e1c7e42,3,0,0.1515965,0.036179606,0.24534686,0.039115146,0.24371915,0.64625937,0.2817531,0.5488195,0.47776338,0.13915466,0.57159036,0.010195182,0.014841427,0.4206737,0.13621064,0.011362274,0.25090492,0.105286725,0.31056726,0.5336589,0.8073206,0.9781751,0.26656142,0.20049769,0.71301794,0.46059552,0.57312804,0.6994105,0.6670899
d7d7980b1fd4fbaf3e14ecfd48c98bdf,2,1,0.14268655,0.044261802,0.13486148,0.023005694,0.20548354,0.51651424,0.24693598,0.6650016,0.7202013,0.31487665,0.5537805,0.21200909,0.077368625,0.45238185,0.12999007,0.097896464,0.016764542,0.05674218,0.7718298,0.69394773,0.7125244,0.32315013,0.0662402,0.11228754,0.54992914,0.51121926,0.17827891,0.7902867,0.89767885
42ca868d015f5b088e3bfbd28db1621f,1,1,0.2352525,0.1537192,0.28195015,0.08685111,0.12988932,0.53647476,0.23369546,0.27789387,0.47765413,0.12763876,0.38097048,0.082411535,0.11221244,0.05473234,0.070915274,0.00448596,0.23164189,0.15624057,0.6058102,0.40812644,0.45781544,0.28839865,0.0039761085,0.07971338,0.5349503,0.21341439,0.021442162,0.08525431,0.33526823
ddc0ffc7185b94bf040684ec8f2d01bd,1,1,0.07763108,0.09607399,0.048049524,0.021031655,0.08264478,0.11275503,0.3562826,0.11917904,0.26315734,0.033510607,0.3300902,0.011961495,0.08828566,0.09332042,0.007585971,0.0046216324,0.96639323,0.63732105,0.48384812,0.12611492,0.07412374,0.1609387,0.0018707644,0.032337707,0.23676379,0.049945757,0.014296639,0.078921415,0.3998755
403a674af4555b53af580206fd47f99e,2,0,0.073604666,0.06659955,0.08467258,0.010262682,0.19526412,0.2047422,0.07954875,0.56548315,0.8398435,0.10428674,0.33470324,0.03796557,0.02922115,0.21425368,0.16512878,0.009167282,0.029688403,0.014499285,0.49668065,0.8883421,0.6270614,0.017652987,0.15727581,0.4631308,0.42279208,0.15870921,0.036422875,0.15939853,0.5571869
29818f25971da35c87e40384c78a653d,3,0,0.058104943,0.06229338,0.06650168,0.016405545,0.48835802,0.4272999,0.11785346,0.38732228,0.40709022,0.06825226,0.19779646,0.1512466,0.07891767,0.13290016,0.07760026,0.001506187,0.006755931,0.019616064,0.05907939,0.09034292,0.0015834473,0.05197989,0.016379112,0.11894494,0.43090585,0.112691045,0.036876112,0.24211425,0.5902417
b1ef89446212681c2eac7dde82654133,1,1,0.060009588,0.059236187,0.029334439,0.033264305,0.08510519,0.30034897,0.21830536,0.38615286,0.3771867,0.06408339,0.4074695,0.10591873,0.06279511,0.04879272,0.0056608594,0.0014741431,0.0567719,0.020004315,0.10333923,0.20698272,0.42355907,0.7624328,0.006656753,0.10638795,0.23027742,0.0736984,0.0014881998,0.009273122,0.20269
d5d0521e54f4ea7e4d9f20004af9c36a,3,0,0.6264316,0.23201478,0.1789669,0.15592234,0.0690378,0.14018886,0.6024268,0.5457709,0.7020076,0.16000383,0.357198,0.33101496,0.5906229,0.31308097,0.20766197,0.1110509,0.7918357,0.6590527,0.5004153,0.26941198,0.3020546,0.47342905,0.27093658,0.6230051,0.45690858,0.07321987,0.037688237,0.27709958,0.612488
976bcb2a807e4e33e44c3c6631d4899b,4,1,0.42208362,0.088750996,0.24481495,0.014112157,0.2875049,0.6075389,0.08670938,0.18009357,0.12774481,0.005111465,0.3572751,0.010364206,0.016931051,0.07347541,0.11919271,0.021367928,0.004825737,0.032519955,0.0046025077,0.121664345,0.0002742442,0.21976352,0.13239342,0.22554749,0.32634845,0.5371544,0.09089866,0.07708729,0.46472874
01ba602def4506d8bfd5900cccd2ab4d,2,1,0.25150695,0.063881435,0.084807076,0.0020196058,0.065894775,0.30988136,0.18438244,0.4588063,0.46630004,0.098109156,0.21152948,0.10929962,0.045703705,0.06691366,0.08410824,0.00661834,0.056367368,0.032825254,0.68651867,0.41134605,0.51262546,0.34141755,0.006511778,0.029934615,0.1547875,0.07370865,0.0039234976,0.058657188,0.31980866
160dbc3e65bc20f7fa82f27bcd79d60c,1,0,0.15217564,0.0111188525,0.039464362,0.007776608,0.07732584,0.22789808,0.11130609,0.34068263,0.25063792,0.0063972995,0.15028179,0.0058034756,0.02358701,0.032690395,0.40720847,0.006704129,0.004334128,0.0018890975,0.4034977,0.20211749,0.009615668,0.005436363,0.040483117,0.11855254,0.033638965,0.012220069,0.0028646318,0.014476777,0.21392517
ce8b4abaeb52e4499341e7c5ad2de039,1,1,0.13625644,0.012780038,0.14374645,0.0008440868,0.0602549,0.38190284,0.37583056,0.48967597,0.20555055,0.10100773,0.5183176,0.047694314,0.08217648,0.15076149,0.26392585,0.045661014,0.24181855,0.010971006,0.93064404,0.6780238,0.97183925,0.7944355,0.015143556,0.024096085,0.08935002,0.030445764,0.015208243,0.1108674,0.31673244
d58998ebb0839c54404e9f55bf8a5d2a,2,1,0.5762596,0.44667625,0.77663726,0.1439023,0.35236135,0.6755238,0.055310447,0.1296903,0.27534473,0.4819636,0.6961437,0.0048973104,0.0021189528,0.07125606,0.021721005,0.006999086,0.015769752,0.02334243,0.031867016,0.19374867,0.026030004,0.017670548,0.16832805,0.47166428,0.07465612,0.3341796,0.47855496,0.030001149,0.12593615
a267e3a6067ffcd4ff5df79ae3190383,2,0,0.43203303,0.0242284,0.02006619,0.15916988,0.06292138,0.11743444,0.28387967,0.5467938,0.5678031,0.020681689,0.14970078,0.42683187,0.48158345,0.19061325,0.03608956,0.0010096292,0.0072761266,0.0916506,0.04182686,0.035159368,0.003944569,0.11503736,0.021411486,0.07577086,0.5006119,0.17984633,0.018535966,0.19074069,0.56396645
c4c2e945778e09af22e5fc0a0e92bcbf,1,1,0.5045604,0.5723518,0.42397842,0.085232764,0.16202904,0.5726979,0.023938617,0.16890903,0.3351357,0.2577389,0.68454486,0.016817585,0.006647074,0.5338992,0.046991754,0.026548268,0.022837138,0.020898193,0.30241486,0.89480394,0.26382825,0.08315266,0.07300386,0.083690524,0.25620452,0.6546366,0.5695849,0.38836694,0.5455211
d33a7aeb01b93a01a30887eb38ee19f8,1,1,0.13457352,0.24440949,0.45056137,0.10796368,0.42229736,0.4383627,0.456336,0.19693673,0.23574555,0.13345836,0.5287292,0.060743574,0.2447895,0.0758417,0.024163267,0.0462403,0.16385001,0.2192167,0.30087438,0.16220658,0.0663751,0.4720362,0.004416184,0.0483665,0.52467805,0.1725433,0.040464345,0.27999035,0.6184626
9a2703b526c057a1563b6579cb3024fa,1,1,0.28125903,0.036608275,0.06423131,0.14524479,0.070946164,0.3770144,0.5878001,0.5419469,0.4552662,0.30292177,0.50750643,0.2507526,0.34415582,0.10929263,0.16046248,0.012552273,0.021329341,0.05193742,0.77537316,0.39404705,0.13383536,0.15236478,0.017836973,0.1241949,0.5369201,0.111507155,0.005933836,0.09611836,0.39419338
